"id","parent_id/id","code","name","vat_affected","tax_category","internet_available","active"
eco_acti_910300,,910300,"Actividades de jardines botánicos, zoológicos y reservas naturales",ND,1,1,1
eco_acti_920010,,920010,Actividades de casinos de juegos,SI,1,0,1
eco_acti_920090,,920090,Otras actividades de juegos de azar y apuestas n.c.p.,SI,1,0,1
eco_acti_931101,,931101,Hipódromos,SI,1,1,1
eco_acti_931102,,931102,Gestión de salas de billar; gestión de salas de bolos (bowling),SI,1,1,1
eco_acti_931109,,931109,Gestión de otras instalaciones deportivas n.c.p.,ND,1,1,1
eco_acti_931201,,931201,Actividades de clubes de fútbol amateur y profesional,ND,1,1,1
eco_acti_931209,,931209,Actividades de otros clubes deportivos n.c.p.,ND,1,1,1
eco_acti_931901,,931901,Promoción y organización de competencias deportivas,ND,1,1,1
eco_acti_931909,,931909,Otras actividades deportivas n.c.p.,ND,1,1,1
eco_acti_932100,,932100,Actividades de parques de atracciones y parques temáticos,SI,1,1,1
eco_acti_932901,,932901,Gestión de salas de pool; gestión (explotación) de juegos electrónicos,SI,1,1,1
eco_acti_932909,,932909,Otras actividades de esparcimiento y recreativas n.c.p.,ND,ND,1,1
eco_acti_941100,,941100,Actividades de asociaciones empresariales y de empleadores,ND,1,1,1
eco_acti_941200,,941200,Actividades de asociaciones profesionales,ND,1,1,1
eco_acti_942000,,942000,Actividades de sindicatos,ND,1,1,1
eco_acti_949100,,949100,Actividades de organizaciones religiosas,ND,1,0,1
eco_acti_949200,,949200,Actividades de organizaciones políticas,ND,1,1,1
eco_acti_949901,,949901,Actividades de centros de madres,ND,1,0,1
eco_acti_949902,,949902,Actividades de clubes sociales,ND,1,0,1
eco_acti_949903,,949903,Fundaciones y corporaciones; asociaciones que promueven actividades culturales o recreativas,ND,1,0,1
eco_acti_949904,,949904,Consejo de administración de edificios y condominios,NO,1,0,1
eco_acti_949909,,949909,Actividades de otras asociaciones n.c.p.,ND,1,1,1
eco_acti_951100,,951100,Reparación de computadores y equipo periférico,SI,1,1,1
eco_acti_951200,,951200,Reparación de equipo de comunicaciones (incluye la reparación teléfonos celulares),SI,1,1,1
eco_acti_952100,,952100,Reparación de aparatos electrónicos de consumo (incluye aparatos de televisión y radio),SI,1,1,1
eco_acti_952200,,952200,"Reparación de aparatos de uso doméstico, equipo doméstico y de jardinería",ND,1,1,1
eco_acti_952300,,952300,Reparación de calzado y de artículos de cuero,ND,1,1,1
eco_acti_952400,,952400,Reparación de muebles y accesorios domésticos,ND,1,1,1
eco_acti_952900,,952900,Reparación de otros efectos personales y enseres domésticos,ND,1,1,1
eco_acti_960100,,960100,"Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel",SI,1,1,1
eco_acti_960200,,960200,Peluquería y otros tratamientos de belleza,ND,ND,1,1
eco_acti_960310,,960310,Servicios funerarios,SI,1,1,1
eco_acti_960320,,960320,Servicios de cementerios,SI,1,1,1
eco_acti_960901,,960901,"Servicios de adiestramiento, guardería, peluquería, paseo de mascotas (excepto act. veterinarias)",SI,1,1,1
eco_acti_960902,,960902,"Actividades de salones de masajes, baños turcos, saunas, servicio de baños públicos",SI,1,1,1
eco_acti_960909,,960909,Otras actividades de servicios personales n.c.p.,NO,2,1,1
eco_acti_970000,,970000,Actividades de los hogares como empleadores de personal doméstico,NO,ND,0,1
eco_acti_990000,,990000,Actividades de organizaciones y órganos extraterritoriales,ND,1,0,1
